task_id,split,domain,mechanism,noise,task_index,graph_seed,lambda,n_samples,n_variables,path
test_tgt_rff_studentt3_0174,test,tgt_rff_studentt3,rff,student_t3,174,200174,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0174.npz
test_tgt_rff_studentt3_0175,test,tgt_rff_studentt3,rff,student_t3,175,200175,0.0,1000,10,data/tasks/test_tgt_rff_studentt3_0175.npz
test_tgt_rff_studentt3_0176,test,tgt_rff_studentt3,rff,student_t3,176,200176,0.25,1000,10,data/tasks/test_tgt_rff_studentt3_0176.npz
test_tgt_rff_studentt3_0177,test,tgt_rff_studentt3,rff,student_t3,177,200177,0.5,1000,10,data/tasks/test_tgt_rff_studentt3_0177.npz
test_tgt_rff_studentt3_0178,test,tgt_rff_studentt3,rff,student_t3,178,200178,0.75,1000,10,data/tasks/test_tgt_rff_studentt3_0178.npz
test_tgt_rff_studentt3_0179,test,tgt_rff_studentt3,rff,student_t3,179,200179,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0179.npz
test_tgt_rff_studentt3_0180,test,tgt_rff_studentt3,rff,student_t3,180,200180,0.0,1000,10,data/tasks/test_tgt_rff_studentt3_0180.npz
test_tgt_rff_studentt3_0181,test,tgt_rff_studentt3,rff,student_t3,181,200181,0.25,1000,10,data/tasks/test_tgt_rff_studentt3_0181.npz
test_tgt_rff_studentt3_0182,test,tgt_rff_studentt3,rff,student_t3,182,200182,0.5,1000,10,data/tasks/test_tgt_rff_studentt3_0182.npz
test_tgt_rff_studentt3_0183,test,tgt_rff_studentt3,rff,student_t3,183,200183,0.75,1000,10,data/tasks/test_tgt_rff_studentt3_0183.npz
test_tgt_rff_studentt3_0184,test,tgt_rff_studentt3,rff,student_t3,184,200184,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0184.npz
test_tgt_rff_studentt3_0185,test,tgt_rff_studentt3,rff,student_t3,185,200185,0.0,1000,10,data/tasks/test_tgt_rff_studentt3_0185.npz
test_tgt_rff_studentt3_0186,test,tgt_rff_studentt3,rff,student_t3,186,200186,0.25,1000,10,data/tasks/test_tgt_rff_studentt3_0186.npz
test_tgt_rff_studentt3_0187,test,tgt_rff_studentt3,rff,student_t3,187,200187,0.5,1000,10,data/tasks/test_tgt_rff_studentt3_0187.npz
test_tgt_rff_studentt3_0188,test,tgt_rff_studentt3,rff,student_t3,188,200188,0.75,1000,10,data/tasks/test_tgt_rff_studentt3_0188.npz
test_tgt_rff_studentt3_0189,test,tgt_rff_studentt3,rff,student_t3,189,200189,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0189.npz
test_tgt_rff_studentt3_0190,test,tgt_rff_studentt3,rff,student_t3,190,200190,0.0,1000,10,data/tasks/test_tgt_rff_studentt3_0190.npz
test_tgt_rff_studentt3_0191,test,tgt_rff_studentt3,rff,student_t3,191,200191,0.25,1000,10,data/tasks/test_tgt_rff_studentt3_0191.npz
test_tgt_rff_studentt3_0192,test,tgt_rff_studentt3,rff,student_t3,192,200192,0.5,1000,10,data/tasks/test_tgt_rff_studentt3_0192.npz
test_tgt_rff_studentt3_0193,test,tgt_rff_studentt3,rff,student_t3,193,200193,0.75,1000,10,data/tasks/test_tgt_rff_studentt3_0193.npz
test_tgt_rff_studentt3_0194,test,tgt_rff_studentt3,rff,student_t3,194,200194,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0194.npz
test_tgt_rff_studentt3_0195,test,tgt_rff_studentt3,rff,student_t3,195,200195,0.0,1000,10,data/tasks/test_tgt_rff_studentt3_0195.npz
test_tgt_rff_studentt3_0196,test,tgt_rff_studentt3,rff,student_t3,196,200196,0.25,1000,10,data/tasks/test_tgt_rff_studentt3_0196.npz
test_tgt_rff_studentt3_0197,test,tgt_rff_studentt3,rff,student_t3,197,200197,0.5,1000,10,data/tasks/test_tgt_rff_studentt3_0197.npz
test_tgt_rff_studentt3_0198,test,tgt_rff_studentt3,rff,student_t3,198,200198,0.75,1000,10,data/tasks/test_tgt_rff_studentt3_0198.npz
test_tgt_rff_studentt3_0199,test,tgt_rff_studentt3,rff,student_t3,199,200199,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0199.npz
test_tgt_rff_studentt3_0200,test,tgt_rff_studentt3,rff,student_t3,200,200200,0.0,1000,10,data/tasks/test_tgt_rff_studentt3_0200.npz
test_tgt_rff_studentt3_0201,test,tgt_rff_studentt3,rff,student_t3,201,200201,0.25,1000,10,data/tasks/test_tgt_rff_studentt3_0201.npz
test_tgt_rff_studentt3_0202,test,tgt_rff_studentt3,rff,student_t3,202,200202,0.5,1000,10,data/tasks/test_tgt_rff_studentt3_0202.npz
test_tgt_rff_studentt3_0203,test,tgt_rff_studentt3,rff,student_t3,203,200203,0.75,1000,10,data/tasks/test_tgt_rff_studentt3_0203.npz
test_tgt_rff_studentt3_0204,test,tgt_rff_studentt3,rff,student_t3,204,200204,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0204.npz
test_tgt_rff_studentt3_0205,test,tgt_rff_studentt3,rff,student_t3,205,200205,0.0,1000,10,data/tasks/test_tgt_rff_studentt3_0205.npz
test_tgt_rff_studentt3_0206,test,tgt_rff_studentt3,rff,student_t3,206,200206,0.25,1000,10,data/tasks/test_tgt_rff_studentt3_0206.npz
test_tgt_rff_studentt3_0207,test,tgt_rff_studentt3,rff,student_t3,207,200207,0.5,1000,10,data/tasks/test_tgt_rff_studentt3_0207.npz
test_tgt_rff_studentt3_0208,test,tgt_rff_studentt3,rff,student_t3,208,200208,0.75,1000,10,data/tasks/test_tgt_rff_studentt3_0208.npz
test_tgt_rff_studentt3_0209,test,tgt_rff_studentt3,rff,student_t3,209,200209,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0209.npz
test_tgt_rff_studentt3_0210,test,tgt_rff_studentt3,rff,student_t3,210,200210,0.0,1000,10,data/tasks/test_tgt_rff_studentt3_0210.npz
test_tgt_rff_studentt3_0211,test,tgt_rff_studentt3,rff,student_t3,211,200211,0.25,1000,10,data/tasks/test_tgt_rff_studentt3_0211.npz
test_tgt_rff_studentt3_0212,test,tgt_rff_studentt3,rff,student_t3,212,200212,0.5,1000,10,data/tasks/test_tgt_rff_studentt3_0212.npz
test_tgt_rff_studentt3_0213,test,tgt_rff_studentt3,rff,student_t3,213,200213,0.75,1000,10,data/tasks/test_tgt_rff_studentt3_0213.npz
test_tgt_rff_studentt3_0214,test,tgt_rff_studentt3,rff,student_t3,214,200214,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0214.npz
test_tgt_rff_studentt3_0215,test,tgt_rff_studentt3,rff,student_t3,215,200215,0.0,1000,10,data/tasks/test_tgt_rff_studentt3_0215.npz
test_tgt_rff_studentt3_0216,test,tgt_rff_studentt3,rff,student_t3,216,200216,0.25,1000,10,data/tasks/test_tgt_rff_studentt3_0216.npz
test_tgt_rff_studentt3_0217,test,tgt_rff_studentt3,rff,student_t3,217,200217,0.5,1000,10,data/tasks/test_tgt_rff_studentt3_0217.npz
test_tgt_rff_studentt3_0218,test,tgt_rff_studentt3,rff,student_t3,218,200218,0.75,1000,10,data/tasks/test_tgt_rff_studentt3_0218.npz
test_tgt_rff_studentt3_0219,test,tgt_rff_studentt3,rff,student_t3,219,200219,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0219.npz
test_tgt_rff_studentt3_0220,test,tgt_rff_studentt3,rff,student_t3,220,200220,0.0,1000,10,data/tasks/test_tgt_rff_studentt3_0220.npz
test_tgt_rff_studentt3_0221,test,tgt_rff_studentt3,rff,student_t3,221,200221,0.25,1000,10,data/tasks/test_tgt_rff_studentt3_0221.npz
test_tgt_rff_studentt3_0222,test,tgt_rff_studentt3,rff,student_t3,222,200222,0.5,1000,10,data/tasks/test_tgt_rff_studentt3_0222.npz
test_tgt_rff_studentt3_0223,test,tgt_rff_studentt3,rff,student_t3,223,200223,0.75,1000,10,data/tasks/test_tgt_rff_studentt3_0223.npz
test_tgt_rff_studentt3_0224,test,tgt_rff_studentt3,rff,student_t3,224,200224,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0224.npz
test_tgt_rff_studentt3_0225,test,tgt_rff_studentt3,rff,student_t3,225,200225,0.0,1000,10,data/tasks/test_tgt_rff_studentt3_0225.npz
test_tgt_rff_studentt3_0226,test,tgt_rff_studentt3,rff,student_t3,226,200226,0.25,1000,10,data/tasks/test_tgt_rff_studentt3_0226.npz
test_tgt_rff_studentt3_0227,test,tgt_rff_studentt3,rff,student_t3,227,200227,0.5,1000,10,data/tasks/test_tgt_rff_studentt3_0227.npz
test_tgt_rff_studentt3_0228,test,tgt_rff_studentt3,rff,student_t3,228,200228,0.75,1000,10,data/tasks/test_tgt_rff_studentt3_0228.npz
test_tgt_rff_studentt3_0229,test,tgt_rff_studentt3,rff,student_t3,229,200229,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0229.npz
test_tgt_rff_studentt3_0230,test,tgt_rff_studentt3,rff,student_t3,230,200230,0.0,1000,10,data/tasks/test_tgt_rff_studentt3_0230.npz
test_tgt_rff_studentt3_0231,test,tgt_rff_studentt3,rff,student_t3,231,200231,0.25,1000,10,data/tasks/test_tgt_rff_studentt3_0231.npz
test_tgt_rff_studentt3_0232,test,tgt_rff_studentt3,rff,student_t3,232,200232,0.5,1000,10,data/tasks/test_tgt_rff_studentt3_0232.npz
test_tgt_rff_studentt3_0233,test,tgt_rff_studentt3,rff,student_t3,233,200233,0.75,1000,10,data/tasks/test_tgt_rff_studentt3_0233.npz
test_tgt_rff_studentt3_0234,test,tgt_rff_studentt3,rff,student_t3,234,200234,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0234.npz
test_tgt_rff_studentt3_0235,test,tgt_rff_studentt3,rff,student_t3,235,200235,0.0,1000,10,data/tasks/test_tgt_rff_studentt3_0235.npz
test_tgt_rff_studentt3_0236,test,tgt_rff_studentt3,rff,student_t3,236,200236,0.25,1000,10,data/tasks/test_tgt_rff_studentt3_0236.npz
test_tgt_rff_studentt3_0237,test,tgt_rff_studentt3,rff,student_t3,237,200237,0.5,1000,10,data/tasks/test_tgt_rff_studentt3_0237.npz
test_tgt_rff_studentt3_0238,test,tgt_rff_studentt3,rff,student_t3,238,200238,0.75,1000,10,data/tasks/test_tgt_rff_studentt3_0238.npz
test_tgt_rff_studentt3_0239,test,tgt_rff_studentt3,rff,student_t3,239,200239,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0239.npz
test_tgt_rff_studentt3_0240,test,tgt_rff_studentt3,rff,student_t3,240,200240,0.0,1000,10,data/tasks/test_tgt_rff_studentt3_0240.npz
test_tgt_rff_studentt3_0241,test,tgt_rff_studentt3,rff,student_t3,241,200241,0.25,1000,10,data/tasks/test_tgt_rff_studentt3_0241.npz
test_tgt_rff_studentt3_0242,test,tgt_rff_studentt3,rff,student_t3,242,200242,0.5,1000,10,data/tasks/test_tgt_rff_studentt3_0242.npz
test_tgt_rff_studentt3_0243,test,tgt_rff_studentt3,rff,student_t3,243,200243,0.75,1000,10,data/tasks/test_tgt_rff_studentt3_0243.npz
test_tgt_rff_studentt3_0244,test,tgt_rff_studentt3,rff,student_t3,244,200244,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0244.npz
test_tgt_rff_studentt3_0245,test,tgt_rff_studentt3,rff,student_t3,245,200245,0.0,1000,10,data/tasks/test_tgt_rff_studentt3_0245.npz
test_tgt_rff_studentt3_0246,test,tgt_rff_studentt3,rff,student_t3,246,200246,0.25,1000,10,data/tasks/test_tgt_rff_studentt3_0246.npz
test_tgt_rff_studentt3_0247,test,tgt_rff_studentt3,rff,student_t3,247,200247,0.5,1000,10,data/tasks/test_tgt_rff_studentt3_0247.npz
test_tgt_rff_studentt3_0248,test,tgt_rff_studentt3,rff,student_t3,248,200248,0.75,1000,10,data/tasks/test_tgt_rff_studentt3_0248.npz
test_tgt_rff_studentt3_0249,test,tgt_rff_studentt3,rff,student_t3,249,200249,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0249.npz
test_tgt_rff_studentt3_0250,test,tgt_rff_studentt3,rff,student_t3,250,200250,0.0,1000,10,data/tasks/test_tgt_rff_studentt3_0250.npz
test_tgt_rff_studentt3_0251,test,tgt_rff_studentt3,rff,student_t3,251,200251,0.25,1000,10,data/tasks/test_tgt_rff_studentt3_0251.npz
test_tgt_rff_studentt3_0252,test,tgt_rff_studentt3,rff,student_t3,252,200252,0.5,1000,10,data/tasks/test_tgt_rff_studentt3_0252.npz
test_tgt_rff_studentt3_0253,test,tgt_rff_studentt3,rff,student_t3,253,200253,0.75,1000,10,data/tasks/test_tgt_rff_studentt3_0253.npz
test_tgt_rff_studentt3_0254,test,tgt_rff_studentt3,rff,student_t3,254,200254,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0254.npz
test_tgt_rff_studentt3_0255,test,tgt_rff_studentt3,rff,student_t3,255,200255,0.0,1000,10,data/tasks/test_tgt_rff_studentt3_0255.npz
test_tgt_rff_studentt3_0256,test,tgt_rff_studentt3,rff,student_t3,256,200256,0.25,1000,10,data/tasks/test_tgt_rff_studentt3_0256.npz
test_tgt_rff_studentt3_0257,test,tgt_rff_studentt3,rff,student_t3,257,200257,0.5,1000,10,data/tasks/test_tgt_rff_studentt3_0257.npz
test_tgt_rff_studentt3_0258,test,tgt_rff_studentt3,rff,student_t3,258,200258,0.75,1000,10,data/tasks/test_tgt_rff_studentt3_0258.npz
test_tgt_rff_studentt3_0259,test,tgt_rff_studentt3,rff,student_t3,259,200259,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0259.npz
test_tgt_rff_studentt3_0260,test,tgt_rff_studentt3,rff,student_t3,260,200260,0.0,1000,10,data/tasks/test_tgt_rff_studentt3_0260.npz
test_tgt_rff_studentt3_0261,test,tgt_rff_studentt3,rff,student_t3,261,200261,0.25,1000,10,data/tasks/test_tgt_rff_studentt3_0261.npz
test_tgt_rff_studentt3_0262,test,tgt_rff_studentt3,rff,student_t3,262,200262,0.5,1000,10,data/tasks/test_tgt_rff_studentt3_0262.npz
test_tgt_rff_studentt3_0263,test,tgt_rff_studentt3,rff,student_t3,263,200263,0.75,1000,10,data/tasks/test_tgt_rff_studentt3_0263.npz
test_tgt_rff_studentt3_0264,test,tgt_rff_studentt3,rff,student_t3,264,200264,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0264.npz
test_tgt_rff_studentt3_0265,test,tgt_rff_studentt3,rff,student_t3,265,200265,0.0,1000,10,data/tasks/test_tgt_rff_studentt3_0265.npz
test_tgt_rff_studentt3_0266,test,tgt_rff_studentt3,rff,student_t3,266,200266,0.25,1000,10,data/tasks/test_tgt_rff_studentt3_0266.npz
test_tgt_rff_studentt3_0267,test,tgt_rff_studentt3,rff,student_t3,267,200267,0.5,1000,10,data/tasks/test_tgt_rff_studentt3_0267.npz
test_tgt_rff_studentt3_0268,test,tgt_rff_studentt3,rff,student_t3,268,200268,0.75,1000,10,data/tasks/test_tgt_rff_studentt3_0268.npz
test_tgt_rff_studentt3_0269,test,tgt_rff_studentt3,rff,student_t3,269,200269,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0269.npz
test_tgt_rff_studentt3_0270,test,tgt_rff_studentt3,rff,student_t3,270,200270,0.0,1000,10,data/tasks/test_tgt_rff_studentt3_0270.npz
test_tgt_rff_studentt3_0271,test,tgt_rff_studentt3,rff,student_t3,271,200271,0.25,1000,10,data/tasks/test_tgt_rff_studentt3_0271.npz
test_tgt_rff_studentt3_0272,test,tgt_rff_studentt3,rff,student_t3,272,200272,0.5,1000,10,data/tasks/test_tgt_rff_studentt3_0272.npz
test_tgt_rff_studentt3_0273,test,tgt_rff_studentt3,rff,student_t3,273,200273,0.75,1000,10,data/tasks/test_tgt_rff_studentt3_0273.npz
test_tgt_rff_studentt3_0274,test,tgt_rff_studentt3,rff,student_t3,274,200274,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0274.npz
test_tgt_rff_studentt3_0275,test,tgt_rff_studentt3,rff,student_t3,275,200275,0.0,1000,10,data/tasks/test_tgt_rff_studentt3_0275.npz
test_tgt_rff_studentt3_0276,test,tgt_rff_studentt3,rff,student_t3,276,200276,0.25,1000,10,data/tasks/test_tgt_rff_studentt3_0276.npz
test_tgt_rff_studentt3_0277,test,tgt_rff_studentt3,rff,student_t3,277,200277,0.5,1000,10,data/tasks/test_tgt_rff_studentt3_0277.npz
test_tgt_rff_studentt3_0278,test,tgt_rff_studentt3,rff,student_t3,278,200278,0.75,1000,10,data/tasks/test_tgt_rff_studentt3_0278.npz
test_tgt_rff_studentt3_0279,test,tgt_rff_studentt3,rff,student_t3,279,200279,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0279.npz
test_tgt_rff_studentt3_0280,test,tgt_rff_studentt3,rff,student_t3,280,200280,0.0,1000,10,data/tasks/test_tgt_rff_studentt3_0280.npz
test_tgt_rff_studentt3_0281,test,tgt_rff_studentt3,rff,student_t3,281,200281,0.25,1000,10,data/tasks/test_tgt_rff_studentt3_0281.npz
test_tgt_rff_studentt3_0282,test,tgt_rff_studentt3,rff,student_t3,282,200282,0.5,1000,10,data/tasks/test_tgt_rff_studentt3_0282.npz
test_tgt_rff_studentt3_0283,test,tgt_rff_studentt3,rff,student_t3,283,200283,0.75,1000,10,data/tasks/test_tgt_rff_studentt3_0283.npz
test_tgt_rff_studentt3_0284,test,tgt_rff_studentt3,rff,student_t3,284,200284,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0284.npz
test_tgt_rff_studentt3_0285,test,tgt_rff_studentt3,rff,student_t3,285,200285,0.0,1000,10,data/tasks/test_tgt_rff_studentt3_0285.npz
test_tgt_rff_studentt3_0286,test,tgt_rff_studentt3,rff,student_t3,286,200286,0.25,1000,10,data/tasks/test_tgt_rff_studentt3_0286.npz
test_tgt_rff_studentt3_0287,test,tgt_rff_studentt3,rff,student_t3,287,200287,0.5,1000,10,data/tasks/test_tgt_rff_studentt3_0287.npz
test_tgt_rff_studentt3_0288,test,tgt_rff_studentt3,rff,student_t3,288,200288,0.75,1000,10,data/tasks/test_tgt_rff_studentt3_0288.npz
test_tgt_rff_studentt3_0289,test,tgt_rff_studentt3,rff,student_t3,289,200289,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0289.npz
test_tgt_rff_studentt3_0290,test,tgt_rff_studentt3,rff,student_t3,290,200290,0.0,1000,10,data/tasks/test_tgt_rff_studentt3_0290.npz
test_tgt_rff_studentt3_0291,test,tgt_rff_studentt3,rff,student_t3,291,200291,0.25,1000,10,data/tasks/test_tgt_rff_studentt3_0291.npz
test_tgt_rff_studentt3_0292,test,tgt_rff_studentt3,rff,student_t3,292,200292,0.5,1000,10,data/tasks/test_tgt_rff_studentt3_0292.npz
test_tgt_rff_studentt3_0293,test,tgt_rff_studentt3,rff,student_t3,293,200293,0.75,1000,10,data/tasks/test_tgt_rff_studentt3_0293.npz
test_tgt_rff_studentt3_0294,test,tgt_rff_studentt3,rff,student_t3,294,200294,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0294.npz
test_tgt_rff_studentt3_0295,test,tgt_rff_studentt3,rff,student_t3,295,200295,0.0,1000,10,data/tasks/test_tgt_rff_studentt3_0295.npz
test_tgt_rff_studentt3_0296,test,tgt_rff_studentt3,rff,student_t3,296,200296,0.25,1000,10,data/tasks/test_tgt_rff_studentt3_0296.npz
test_tgt_rff_studentt3_0297,test,tgt_rff_studentt3,rff,student_t3,297,200297,0.5,1000,10,data/tasks/test_tgt_rff_studentt3_0297.npz
test_tgt_rff_studentt3_0298,test,tgt_rff_studentt3,rff,student_t3,298,200298,0.75,1000,10,data/tasks/test_tgt_rff_studentt3_0298.npz
test_tgt_rff_studentt3_0299,test,tgt_rff_studentt3,rff,student_t3,299,200299,1.0,1000,10,data/tasks/test_tgt_rff_studentt3_0299.npz
test_tgt_tanh_studentt3_0000,test,tgt_tanh_studentt3,tanh,student_t3,0,200300,0.0,1000,10,data/tasks/test_tgt_tanh_studentt3_0000.npz
test_tgt_tanh_studentt3_0001,test,tgt_tanh_studentt3,tanh,student_t3,1,200301,0.25,1000,10,data/tasks/test_tgt_tanh_studentt3_0001.npz
test_tgt_tanh_studentt3_0002,test,tgt_tanh_studentt3,tanh,student_t3,2,200302,0.5,1000,10,data/tasks/test_tgt_tanh_studentt3_0002.npz
test_tgt_tanh_studentt3_0003,test,tgt_tanh_studentt3,tanh,student_t3,3,200303,0.75,1000,10,data/tasks/test_tgt_tanh_studentt3_0003.npz
test_tgt_tanh_studentt3_0004,test,tgt_tanh_studentt3,tanh,student_t3,4,200304,1.0,1000,10,data/tasks/test_tgt_tanh_studentt3_0004.npz
test_tgt_tanh_studentt3_0005,test,tgt_tanh_studentt3,tanh,student_t3,5,200305,0.0,1000,10,data/tasks/test_tgt_tanh_studentt3_0005.npz
test_tgt_tanh_studentt3_0006,test,tgt_tanh_studentt3,tanh,student_t3,6,200306,0.25,1000,10,data/tasks/test_tgt_tanh_studentt3_0006.npz
test_tgt_tanh_studentt3_0007,test,tgt_tanh_studentt3,tanh,student_t3,7,200307,0.5,1000,10,data/tasks/test_tgt_tanh_studentt3_0007.npz
test_tgt_tanh_studentt3_0008,test,tgt_tanh_studentt3,tanh,student_t3,8,200308,0.75,1000,10,data/tasks/test_tgt_tanh_studentt3_0008.npz
test_tgt_tanh_studentt3_0009,test,tgt_tanh_studentt3,tanh,student_t3,9,200309,1.0,1000,10,data/tasks/test_tgt_tanh_studentt3_0009.npz
test_tgt_tanh_studentt3_0010,test,tgt_tanh_studentt3,tanh,student_t3,10,200310,0.0,1000,10,data/tasks/test_tgt_tanh_studentt3_0010.npz
test_tgt_tanh_studentt3_0011,test,tgt_tanh_studentt3,tanh,student_t3,11,200311,0.25,1000,10,data/tasks/test_tgt_tanh_studentt3_0011.npz
test_tgt_tanh_studentt3_0012,test,tgt_tanh_studentt3,tanh,student_t3,12,200312,0.5,1000,10,data/tasks/test_tgt_tanh_studentt3_0012.npz
test_tgt_tanh_studentt3_0013,test,tgt_tanh_studentt3,tanh,student_t3,13,200313,0.75,1000,10,data/tasks/test_tgt_tanh_studentt3_0013.npz
test_tgt_tanh_studentt3_0014,test,tgt_tanh_studentt3,tanh,student_t3,14,200314,1.0,1000,10,data/tasks/test_tgt_tanh_studentt3_0014.npz
test_tgt_tanh_studentt3_0015,test,tgt_tanh_studentt3,tanh,student_t3,15,200315,0.0,1000,10,data/tasks/test_tgt_tanh_studentt3_0015.npz
test_tgt_tanh_studentt3_0016,test,tgt_tanh_studentt3,tanh,student_t3,16,200316,0.25,1000,10,data/tasks/test_tgt_tanh_studentt3_0016.npz
test_tgt_tanh_studentt3_0017,test,tgt_tanh_studentt3,tanh,student_t3,17,200317,0.5,1000,10,data/tasks/test_tgt_tanh_studentt3_0017.npz
test_tgt_tanh_studentt3_0018,test,tgt_tanh_studentt3,tanh,student_t3,18,200318,0.75,1000,10,data/tasks/test_tgt_tanh_studentt3_0018.npz
test_tgt_tanh_studentt3_0019,test,tgt_tanh_studentt3,tanh,student_t3,19,200319,1.0,1000,10,data/tasks/test_tgt_tanh_studentt3_0019.npz
test_tgt_tanh_studentt3_0020,test,tgt_tanh_studentt3,tanh,student_t3,20,200320,0.0,1000,10,data/tasks/test_tgt_tanh_studentt3_0020.npz
test_tgt_tanh_studentt3_0021,test,tgt_tanh_studentt3,tanh,student_t3,21,200321,0.25,1000,10,data/tasks/test_tgt_tanh_studentt3_0021.npz
test_tgt_tanh_studentt3_0022,test,tgt_tanh_studentt3,tanh,student_t3,22,200322,0.5,1000,10,data/tasks/test_tgt_tanh_studentt3_0022.npz
test_tgt_tanh_studentt3_0023,test,tgt_tanh_studentt3,tanh,student_t3,23,200323,0.75,1000,10,data/tasks/test_tgt_tanh_studentt3_0023.npz
test_tgt_tanh_studentt3_0024,test,tgt_tanh_studentt3,tanh,student_t3,24,200324,1.0,1000,10,data/tasks/test_tgt_tanh_studentt3_0024.npz
test_tgt_tanh_studentt3_0025,test,tgt_tanh_studentt3,tanh,student_t3,25,200325,0.0,1000,10,data/tasks/test_tgt_tanh_studentt3_0025.npz
test_tgt_tanh_studentt3_0026,test,tgt_tanh_studentt3,tanh,student_t3,26,200326,0.25,1000,10,data/tasks/test_tgt_tanh_studentt3_0026.npz
test_tgt_tanh_studentt3_0027,test,tgt_tanh_studentt3,tanh,student_t3,27,200327,0.5,1000,10,data/tasks/test_tgt_tanh_studentt3_0027.npz
test_tgt_tanh_studentt3_0028,test,tgt_tanh_studentt3,tanh,student_t3,28,200328,0.75,1000,10,data/tasks/test_tgt_tanh_studentt3_0028.npz
test_tgt_tanh_studentt3_0029,test,tgt_tanh_studentt3,tanh,student_t3,29,200329,1.0,1000,10,data/tasks/test_tgt_tanh_studentt3_0029.npz
test_tgt_tanh_studentt3_0030,test,tgt_tanh_studentt3,tanh,student_t3,30,200330,0.0,1000,10,data/tasks/test_tgt_tanh_studentt3_0030.npz
test_tgt_tanh_studentt3_0031,test,tgt_tanh_studentt3,tanh,student_t3,31,200331,0.25,1000,10,data/tasks/test_tgt_tanh_studentt3_0031.npz
test_tgt_tanh_studentt3_0032,test,tgt_tanh_studentt3,tanh,student_t3,32,200332,0.5,1000,10,data/tasks/test_tgt_tanh_studentt3_0032.npz
test_tgt_tanh_studentt3_0033,test,tgt_tanh_studentt3,tanh,student_t3,33,200333,0.75,1000,10,data/tasks/test_tgt_tanh_studentt3_0033.npz
test_tgt_tanh_studentt3_0034,test,tgt_tanh_studentt3,tanh,student_t3,34,200334,1.0,1000,10,data/tasks/test_tgt_tanh_studentt3_0034.npz
test_tgt_tanh_studentt3_0035,test,tgt_tanh_studentt3,tanh,student_t3,35,200335,0.0,1000,10,data/tasks/test_tgt_tanh_studentt3_0035.npz
test_tgt_tanh_studentt3_0036,test,tgt_tanh_studentt3,tanh,student_t3,36,200336,0.25,1000,10,data/tasks/test_tgt_tanh_studentt3_0036.npz
test_tgt_tanh_studentt3_0037,test,tgt_tanh_studentt3,tanh,student_t3,37,200337,0.5,1000,10,data/tasks/test_tgt_tanh_studentt3_0037.npz
test_tgt_tanh_studentt3_0038,test,tgt_tanh_studentt3,tanh,student_t3,38,200338,0.75,1000,10,data/tasks/test_tgt_tanh_studentt3_0038.npz
test_tgt_tanh_studentt3_0039,test,tgt_tanh_studentt3,tanh,student_t3,39,200339,1.0,1000,10,data/tasks/test_tgt_tanh_studentt3_0039.npz
test_tgt_tanh_studentt3_0040,test,tgt_tanh_studentt3,tanh,student_t3,40,200340,0.0,1000,10,data/tasks/test_tgt_tanh_studentt3_0040.npz
test_tgt_tanh_studentt3_0041,test,tgt_tanh_studentt3,tanh,student_t3,41,200341,0.25,1000,10,data/tasks/test_tgt_tanh_studentt3_0041.npz
test_tgt_tanh_studentt3_0042,test,tgt_tanh_studentt3,tanh,student_t3,42,200342,0.5,1000,10,data/tasks/test_tgt_tanh_studentt3_0042.npz
test_tgt_tanh_studentt3_0043,test,tgt_tanh_studentt3,tanh,student_t3,43,200343,0.75,1000,10,data/tasks/test_tgt_tanh_studentt3_0043.npz
test_tgt_tanh_studentt3_0044,test,tgt_tanh_studentt3,tanh,student_t3,44,200344,1.0,1000,10,data/tasks/test_tgt_tanh_studentt3_0044.npz
test_tgt_tanh_studentt3_0045,test,tgt_tanh_studentt3,tanh,student_t3,45,200345,0.0,1000,10,data/tasks/test_tgt_tanh_studentt3_0045.npz
test_tgt_tanh_studentt3_0046,test,tgt_tanh_studentt3,tanh,student_t3,46,200346,0.25,1000,10,data/tasks/test_tgt_tanh_studentt3_0046.npz
test_tgt_tanh_studentt3_0047,test,tgt_tanh_studentt3,tanh,student_t3,47,200347,0.5,1000,10,data/tasks/test_tgt_tanh_studentt3_0047.npz
